43.6054;3.87928;13.665;1548865456
43.6076;3.87952;14.828;1548865989
43.606;3.87777;13.533;1548865746
43.607;3.87829;13.735;1548865868
43.6063;3.88004;15.488;1548866111
43.6054;3.87924;13.506;1548865625
43.6054;3.87929;13.289;1548866722
43.6054;3.8793;14.003;1548866356
43.6055;3.87933;16.506;1548866232
43.6054;3.87931;14.706;1548866599
43.6054;3.87931;14.005;1548866477
43.6054;3.87929;13.289;1548866832
43.6054;3.87929;13.289;1548867144
43.6054;3.87929;13.289;1548867438
43.6054;3.8793;13.675;1548868051
43.6054;3.8793;13.675;1548868354
43.6055;3.8793;14.015;1548868889
43.6055;3.8793;14.015;1548869129
43.6054;3.87933;13.586;1548869289
43.6054;3.87929;13.948;1548869414
43.6302;3.84247;800;1548871168
43.6326;3.85082;85.321;1548870925
43.6279;3.85805;800;1548870803
43.628;3.84308;15.174;1548871290
43.6353;3.8458;52.4;1548871046
43.6314;3.8972;1000;1548872508
43.6266;3.86698;16.475;1548872264
43.6258;3.88157;14.467;1548872387
43.625;3.86401;82.5;1548872143
43.6195;3.85805;800;1548872021
43.6035;3.9179;52.4;1548873907
43.6035;3.9179;56.1;1548873480
43.6035;3.91805;47.465;1548873603
43.6035;3.9179;52.4;1548873725
43.6035;3.91804;13.269;1548873359
43.6037;3.91922;122.4;1548873238
43.6034;3.91811;23.861;1548874451
43.6035;3.9179;52.4;1548874151
43.6035;3.9179;52.4;1548875052
43.6035;3.9179;52.4;1548875352
43.6034;3.91811;23.861;1548874752
43.6035;3.91805;42.025;1548876253
43.6035;3.9179;56.1;1548877155
43.6035;3.91805;42.025;1548876554
43.6035;3.9179;56.1;1548876854
43.6035;3.9179;60;1548880073
43.6035;3.91805;60;1548881089
43.6035;3.91808;14.57;1548881546
43.6035;3.91805;42.025;1548881240
43.6035;3.91796;17.021;1548881423
43.6035;3.91805;13.29;1548881302
43.628;3.84308;13.103;1548883581
43.628;3.84308;13.103;1548883758
43.628;3.8431;12.729;1548883821
43.628;3.8431;12.729;1548884121
43.628;3.8431;12.729;1548884422
43.628;3.84305;13.566;1548885023
43.628;3.84306;13.437;1548885324
43.628;3.84306;13.437;1548885624
43.628;3.84306;13.371;1548885865
43.628;3.84306;13.371;1548886141
43.628;3.84299;17.354;1548886574
43.628;3.84299;17.354;1548886274
43.628;3.84308;13.276;1548887121
43.628;3.84299;17.354;1548886874
43.628;3.84306;13.686;1548888082
43.628;3.84306;13.686;1548887781
43.628;3.84307;13.388;1548888192
43.628;3.84307;13.388;1548888252
43.628;3.84307;13.388;1548888312
43.628;3.84307;13.388;1548888372
43.628;3.84307;13.388;1548888432
43.628;3.84307;13.388;1548888492
43.628;3.84307;13.388;1548888666
43.628;3.84308;13.428;1548888983
43.628;3.84308;13.428;1548889234
43.628;3.84304;14.504;1548889585
43.628;3.84304;14.504;1548889795
43.628;3.84304;14.504;1548889855
43.628;3.84308;13.213;1548890114
43.628;3.84308;13.213;1548890210
43.628;3.84308;13.213;1548890341
43.628;3.84306;15.27;1548890731
43.6281;3.8429;22.475;1548890853
43.628;3.84302;13.9;1548890610
43.628;3.84311;15.612;1548890488
43.6281;3.8429;22.475;1548891289
43.628;3.84301;16.403;1548891590
43.6281;3.8429;22.475;1548890974
43.6281;3.8429;15.734;1548892495
43.6281;3.8429;15.734;1548892191
43.628;3.84308;13.786;1548893401
43.628;3.84309;14.517;1548893097
43.628;3.843;16.607;1548897191
43.628;3.843;16.607;1548903731
43.628;3.843;16.607;1548916159
43.6281;3.8429;17.039;1548916440
43.6281;3.84291;17.023;1548916501
43.6281;3.84289;26.175;1548916789
43.6281;3.84289;26.175;1548917040
43.628;3.84305;15.09;1548917161
43.628;3.84305;15.09;1548917401
43.628;3.84307;15.049;1548917586
43.628;3.84308;13.45;1548918612
43.628;3.84308;13.45;1548918311
43.628;3.84308;13.45;1548918701
43.628;3.84308;13.45;1548918854
43.628;3.84308;13.383;1548919160
43.628;3.84308;13.383;1548918915
43.628;3.84308;13.383;1548919223
43.628;3.84308;13.383;1548919283
43.628;3.84308;13.383;1548919523
43.628;3.84308;13.347;1548920153
43.628;3.84308;13.347;1548920754
43.628;3.84308;13.347;1548920453
43.628;3.84308;13.355;1548920838
43.628;3.84308;13.355;1548920898
43.628;3.84308;13.355;1548920990
43.628;3.84308;13.355;1548921363
43.628;3.84309;13.298;1548921493
43.628;3.84309;13.298;1548921589
43.628;3.84309;13.298;1548921926
43.628;3.84308;13.463;1548922288
43.628;3.84308;13.463;1548921988
43.628;3.84308;13.495;1548922893
43.628;3.84308;13.463;1548922565
43.628;3.84308;13.495;1548923030
43.628;3.84305;14.156;1548923141
43.628;3.84308;13.253;1548923727
43.628;3.84308;13.253;1548923607
43.628;3.84308;13.253;1548923808
43.628;3.84308;13.297;1548923916
43.628;3.84307;13.459;1548924467
43.628;3.84308;13.297;1548924406
43.628;3.84307;13.459;1548925108
43.6336;3.84948;100;1548925996
43.6299;3.84279;899.999;1548925631
43.6299;3.84279;899.999;1548925753
43.6338;3.84342;500;1548925874
43.6171;3.87317;29.181;1548926606
43.6217;3.86886;15.958;1548926484
43.629;3.86154;14.817;1548926240
43.6264;3.86614;17.93;1548926361
43.6293;3.85661;64.099;1548926118
43.6147;3.87931;195.194;1548926850
43.6065;3.87998;14.72;1548926973
43.6054;3.8793;14.98;1548927094
43.6054;3.87929;14.033;1548927216
43.6147;3.87931;14.419;1548926729
43.6054;3.87929;14.033;1548927337
43.6054;3.8793;14.712;1548927643
43.6054;3.87929;14.033;1548927580
43.6054;3.8793;14.712;1548928249
43.6054;3.8793;14.712;1548927943
43.6054;3.87929;14.199;1548929184
43.6054;3.87929;14.199;1548929458
43.6055;3.8793;14.764;1548929777
43.6055;3.8793;14.764;1548929520
43.6055;3.8793;14.764;1548930120