43.628;3.84308;13.475;1549625535
43.628;3.84308;13.475;1549625945
43.628;3.84308;13.28;1549626269
43.628;3.84308;13.28;1549626318
43.628;3.84308;13.413;1549626582
43.628;3.84308;13.413;1549626963
43.628;3.84308;13.239;1549627568
43.628;3.84308;13.239;1549627263
43.628;3.84308;13.234;1549627814
43.628;3.84308;13.234;1549627819
43.628;3.84308;13.234;1549627848
43.6089;3.88037;24.009;1549630278
43.6064;3.8769;15.068;1549630826
43.6054;3.87928;14.978;1549630582
43.6065;3.87999;25.881;1549630461
43.6057;3.87861;14.513;1549630704
43.6064;3.87688;16.671;1549631068
43.6069;3.87629;15.924;1549630947
43.6055;3.8793;14.557;1549631312
43.6054;3.87929;13.937;1549631434
43.6056;3.87858;13.776;1549631190
43.6055;3.87931;14.931;1549632160
43.6054;3.87929;13.937;1549631859
43.6055;3.87931;14.931;1549632461
43.6055;3.8793;15.002;1549632762
43.6055;3.8793;15.002;1549632896
43.6055;3.8793;15.002;1549632900
43.6055;3.8793;15.002;1549632926
43.6055;3.8793;15.002;1549633176
43.6055;3.8793;15.002;1549633441
43.6054;3.87932;14.257;1549633665
43.6055;3.87933;14.124;1549634970
43.6054;3.87933;14.219;1549635834
43.6054;3.87933;14.064;1549637893
43.6055;3.87931;14.12;1549638105